[walk] <bedroom> (06:15 - 06:15) (bedroom) (other, master_bedroom_activity, wake, other, other)
[switchon] <tv> (21:48 - 21:49) (livingroom) (relax, other, other, other, other)
[lookat] <cpuscreen> (21:49 - 21:55) (livingroom) (relax, other, other, other, other)
[grab] <mug> (21:55 - 21:56) (livingroom) (relax, other, other, other, other)
[drink] <mug> (21:56 - 21:58) (livingroom) (relax, other, other, other, other)
[put] <mug> <coffeetable> (21:58 - 21:59) (livingroom) (relax, other, other, other, other)
[switchoff] <tv> (21:59 - 22:01) (livingroom) (relax, other, other, other, other)

[walk] <bedroom> (22:01 - 22:01) (bedroom) (relax, read, other, study, bedroom|reading)
[walk] <bedroom> (22:01 - 22:01) (bedroom) (relax, read, other, study, bedroom|reading)
[sit] <bed> (22:01 - 22:02) (bedroom) (relax, read, other, study, bedroom|reading)
[grab] <book> (22:02 - 22:03) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:03 - 22:06) (bedroom) (relax, read, other, study, bedroom|reading)
[switchon] <tablelamp> (22:06 - 22:10) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:10 - 22:10) (bedroom) (relax, read, other, study, bedroom|reading)
[drink] <mug> (22:10 - 22:12) (bedroom) (relax, read, other, study, bedroom|reading)
[put] <mug> <nightstand> (22:12 - 22:12) (bedroom) (relax, read, other, study, bedroom|reading)
[walkforward] (22:12 - 22:15) (bedroom) (relax, read, other, study, bedroom|reading)
[sit] <chair> (22:15 - 22:20) (bedroom) (relax, read, other, study, bedroom|reading)
[grab] <book> (22:20 - 22:21) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:21 - 22:25) (bedroom) (relax, read, other, study, bedroom|reading)
[put] <book> <tablelamp> (22:25 - 22:26) (bedroom) (relax, read, other, study, bedroom|reading)
[standup] (22:26 - 22:27) (bedroom) (relax, read, other, study, bedroom|reading)
[walk] <bookshelf> (22:27 - 22:30) (bedroom) (relax, read, other, study, bedroom|reading)
[grab] <book> (22:30 - 22:31) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:31 - 22:34) (bedroom) (relax, read, other, study, bedroom|reading)
[put] <book> <bookshelf> (22:34 - 22:34) (bedroom) (relax, read, other, study, bedroom|reading)
[sit] <bed> (22:34 - 22:35) (bedroom) (relax, read, other, study, bedroom|reading)
[switchoff] <tablelamp> (22:36 - 22:36) (bedroom) (relax, read, other, study, bedroom|reading)

[walk] <bathroom> (22:36 - 22:36) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <bathroom> (22:36 - 22:36) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[switchon] <lightswitch> (22:36 - 22:36) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <toilet> (22:36 - 22:37) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[sit] <toilet> (22:37 - 22:38) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[standup] (22:38 - 22:38) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <bathroomcounter> (22:38 - 22:39) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[grab] <barsoap> (22:39 - 22:39) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[drink] <waterglass> (22:39 - 22:40) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[put] <barsoap> <bathroomcounter> (22:40 - 22:40) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[grab] <towel> (22:40 - 22:41) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[touch] <towelrack> (22:41 - 22:41) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[switchoff] <lightswitch> (22:42 - 22:42) (bathroom) (bed_to_toilet, master_bathroom, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)

[walk] <bedroom> (22:42 - 22:42) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[sit] <bed> (22:42 - 22:42) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[grab] <cellphone> (22:42 - 22:43) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[lookat] <cellphone> (22:43 - 22:44) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[put] <cellphone> <nightstand> (22:44 - 22:45) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[walk] <window> (22:45 - 22:46) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[switchon] <ceilinglamp> (22:46 - 22:46) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[sit] <chair> (22:46 - 22:47) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[grab] <book> (22:47 - 22:48) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[lookat] <book> (22:48 - 22:49) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[put] <book> <coffeetable> (22:49 - 22:50) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[standup] (22:50 - 22:50) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[walk] <bed> (22:50 - 22:51) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[grab] <pillow> (22:51 - 22:52) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[put] <pillow> <chair> (22:52 - 22:53) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[turnleft] (22:53 - 22:54) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[walk] <closet> (22:54 - 22:54) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[open] <closet> (22:54 - 22:55) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[grab] <clothesshirt> (22:55 - 22:56) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[close] <closet> (22:56 - 22:57) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[put] <clothesshirt> <hanger> (22:57 - 22:58) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[sit] <bed> (22:58 - 22:58) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[grab] <mug> (22:58 - 22:59) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[drink] <mug> (22:59 - 23:00) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[put] <mug> <nightstand> (23:00 - 23:01) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[lookat] <nightstand> (23:01 - 23:02) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[standup] (23:02 - 23:02) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[walk] <bookshelf> (23:02 - 23:03) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[grab] <folder> (23:03 - 23:04) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[put] <folder> <desk> (23:04 - 23:05) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[sit] <chair> (23:05 - 23:06) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[grab] <cupcake> (23:06 - 23:07) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[put] <cupcake> <coffeetable> (23:07 - 23:08) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[touch] <wallpictureframe> (23:08 - 23:09) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[switchoff] <ceilinglamp> (23:09 - 23:10) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)
[sit] <bed> (23:10 - 23:10) (bedroom) (relax, master_bedroom_activity, sleep, sleep, other)

[walk] <bathroom> (23:10 - 23:10) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroom> (23:10 - 23:10) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[switchon] <lightswitch> (23:10 - 23:10) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroomcounter> (23:10 - 23:11) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[grab] <toothbrush> (23:11 - 23:11) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[lookat] <toothpaste> (23:11 - 23:12) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[grab] <toothpaste> (23:12 - 23:12) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[put] <toothpaste> <toothbrush> (23:12 - 23:13) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[touch] <faucet> (23:13 - 23:14) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[drink] <waterglass> (23:14 - 23:15) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)
[switchoff] <lightswitch> (23:16 - 23:16) (bathroom) (other, master_bathroom, bed_to_toilet, personal_hygiene, bathroom|using_the_sink)

[walk] <bedroom> (23:16 - 23:16) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (23:16 - 23:16) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <pillow> (23:16 - 23:16) (bedroom) (sleeping, sleep, sleep, sleep, other)
[put] <pillow> <bed> (23:17 - 23:18) (bedroom) (sleeping, sleep, sleep, sleep, other)
[switchoff] <ceilinglamp> (23:18 - 23:19) (bedroom) (sleeping, sleep, sleep, sleep, other)
[] (sleeping, sleep, sleep, sleep, other)
[walkforward] (23:29 - 23:29) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <rug> (23:29 - 23:30) (bedroom) (sleeping, sleep, sleep, sleep, other)
[put] <rug> <bed> (23:30 - 23:31) (bedroom) (sleeping, sleep, sleep, sleep, other)
[] (sleeping, sleep, sleep, sleep, other)
[] (sleeping, sleep, sleep, sleep, other)
[turnleft] (23:43 - 23:44) (bedroom) (sleeping, sleep, sleep, sleep, other)
[turnright] (23:44 - 23:45) (bedroom) (sleeping, sleep, sleep, sleep, other)
[] (sleeping, sleep, sleep, sleep, other)
[] (sleeping, sleep, sleep, sleep, other)
[] (sleeping, sleep, sleep, sleep, other)
[turnright] (05:55 - 05:56) (bedroom) (sleeping, sleep, sleep, sleep, other)
[turnleft] (05:56 - 05:57) (bedroom) (sleeping, sleep, sleep, sleep, other)
[] (sleeping, sleep, sleep, sleep, other)
[standup] (06:00 - 06:01) (bedroom) (sleeping, sleep, sleep, sleep, other)
[put] <slippers> <rug> (06:01 - 06:02) (bedroom) (sleeping, sleep, sleep, sleep, other)
[walk] <doorjamb> (06:02 - 06:03) (bedroom) (sleeping, sleep, sleep, sleep, other)
[open] <doorjamb> (06:03 - 06:04) (bedroom) (sleeping, sleep, sleep, sleep, other)
[walk] <closet> (06:04 - 06:05) (bedroom) (sleeping, sleep, sleep, sleep, other)
[lookat] <clothesshirt> (06:05 - 06:06) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <clothespants> (06:06 - 06:07) (bedroom) (sleeping, sleep, sleep, sleep, other)

