[walk] <bedroom> (08:17 - 08:17) (bedroom) (other, master_bedroom_activity, wake, other, other)
[walk] <kitchencounter> (18:26 - 18:27) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)
[standup] (18:27 - 18:28) (kitchen) (wash_dishes, chores, other, clean, kitchen|cleaning)

[walk] <bedroom> (18:28 - 18:28) (bedroom) (relax, read, other, other, bedroom|reading)
[walk] <bedroom> (18:28 - 18:28) (bedroom) (relax, read, other, other, bedroom|reading)
[grab] <book> (18:28 - 18:29) (bedroom) (relax, read, other, other, bedroom|reading)
[sit] <bed> (18:29 - 18:30) (bedroom) (relax, read, other, other, bedroom|reading)
[lookat] <book> (18:30 - 18:31) (bedroom) (relax, read, other, other, bedroom|reading)
[drink] <mug> (18:31 - 18:34) (bedroom) (relax, read, other, other, bedroom|reading)
[touch] <book> (18:34 - 18:34) (bedroom) (relax, read, other, other, bedroom|reading)
[lookat] <photoframe> (18:34 - 18:36) (bedroom) (relax, read, other, other, bedroom|reading)
[grab] <mug> (18:36 - 18:37) (bedroom) (relax, read, other, other, bedroom|reading)
[drink] <mug> (18:37 - 18:48) (bedroom) (relax, read, other, other, bedroom|reading)
[put] <mug> <nightstand> (18:48 - 18:50) (bedroom) (relax, read, other, other, bedroom|reading)
[sit] <chair> (18:50 - 18:51) (bedroom) (relax, read, other, other, bedroom|reading)
[lookat] <book> (18:51 - 18:52) (bedroom) (relax, read, other, other, bedroom|reading)
[grab] <book> (18:52 - 18:53) (bedroom) (relax, read, other, other, bedroom|reading)
[touch] <bed> (18:53 - 18:54) (bedroom) (relax, read, other, other, bedroom|reading)
[put] <book> <nightstand> (18:54 - 19:00) (bedroom) (relax, read, other, other, bedroom|reading)
[walk] <bookshelf> (19:00 - 19:02) (bedroom) (relax, read, other, other, bedroom|reading)
[grab] <book> (19:02 - 19:03) (bedroom) (relax, read, other, other, bedroom|reading)
[sit] <bed> (19:03 - 19:05) (bedroom) (relax, read, other, other, bedroom|reading)
[lookat] <book> (19:05 - 19:10) (bedroom) (relax, read, other, other, bedroom|reading)
[switchoff] <lightswitch> (19:10 - 19:15) (bedroom) (relax, read, other, other, bedroom|reading)

[walk] <livingroom> (19:15 - 19:15) (livingroom) (work, other, other, work, living_room|computing)
[sit] <sofa> (19:15 - 19:15) (livingroom) (work, other, other, work, living_room|computing)
[grab] <cellphone> (19:15 - 19:16) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <cellphone> (19:16 - 19:17) (livingroom) (work, other, other, work, living_room|computing)
[touch] <cellphone> (19:17 - 19:18) (livingroom) (work, other, other, work, living_room|computing)
[put] <cellphone> <coffeetable> (19:18 - 19:19) (livingroom) (work, other, other, work, living_room|computing)
[grab] <computer> (19:20 - 19:21) (livingroom) (work, other, other, work, living_room|computing)
[sit] <desk> (19:21 - 19:22) (livingroom) (work, other, other, work, living_room|computing)
[touch] <keyboard> (19:22 - 19:23) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <cpuscreen> (19:23 - 19:24) (livingroom) (work, other, other, work, living_room|computing)
[grab] <folder> (19:24 - 19:25) (livingroom) (work, other, other, work, living_room|computing)
[put] <folder> <coffeetable> (19:30 - 19:31) (livingroom) (work, other, other, work, living_room|computing)
[grab] <mug> (19:31 - 19:32) (livingroom) (work, other, other, work, living_room|computing)
[drink] <mug> (19:32 - 19:35) (livingroom) (work, other, other, work, living_room|computing)
[put] <mug> <coffeetable> (19:35 - 19:35) (livingroom) (work, other, other, work, living_room|computing)
[grab] <plum> (19:35 - 19:36) (livingroom) (work, other, other, work, living_room|computing)
[drink] <plum> (19:40 - 19:42) (livingroom) (work, other, other, work, living_room|computing)
[grab] <book> (19:42 - 19:43) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <book> (19:43 - 19:45) (livingroom) (work, other, other, work, living_room|computing)
[put] <book> <bookshelf> (19:45 - 19:46) (livingroom) (work, other, other, work, living_room|computing)
[grab] <photoframe> (19:46 - 19:48) (livingroom) (work, other, other, work, living_room|computing)
[lookat] <photoframe> (19:50 - 19:51) (livingroom) (work, other, other, work, living_room|computing)
[put] <photoframe> <coffeetable> (19:51 - 19:52) (livingroom) (work, other, other, work, living_room|computing)
[grab] <dishbowl> (19:52 - 19:54) (livingroom) (work, other, other, work, living_room|computing)
[touch] <ceilinglamp> (19:54 - 19:55) (livingroom) (work, other, other, work, living_room|computing)
[switchoff] <ceilinglamp> (19:58 - 19:58) (livingroom) (work, other, other, work, living_room|computing)

[walk] <livingroom> (19:58 - 19:58) (livingroom) (relax, other, other, other, other)
[walk] <sofa> (19:58 - 19:58) (livingroom) (relax, other, other, other, other)
[sit] <sofa> (19:58 - 19:58) (livingroom) (relax, other, other, other, other)
[grab] <remotecontrol> (19:58 - 19:59) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (19:59 - 20:00) (livingroom) (relax, other, other, other, other)
[switchon] <tv> (20:00 - 20:00) (livingroom) (relax, other, other, other, other)
[lookat] <cpuscreen> (20:00 - 20:10) (livingroom) (relax, other, other, other, other)
[grab] <mug> (20:10 - 20:12) (livingroom) (relax, other, other, other, other)
[drink] <mug> (20:12 - 20:15) (livingroom) (relax, other, other, other, other)
[put] <mug> <coffeetable> (20:15 - 20:15) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (20:15 - 20:20) (livingroom) (relax, other, other, other, other)
[grab] <plum> (20:20 - 20:22) (livingroom) (relax, other, other, other, other)
[drink] <plum> (20:22 - 20:25) (livingroom) (relax, other, other, other, other)
[put] <plum> <coffeetable> (20:25 - 20:25) (livingroom) (relax, other, other, other, other)
[touch] <sofa> (20:25 - 20:30) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (20:30 - 20:35) (livingroom) (relax, other, other, other, other)
[grab] <peach> (20:35 - 20:37) (livingroom) (relax, other, other, other, other)
[drink] <peach> (20:37 - 20:40) (livingroom) (relax, other, other, other, other)
[put] <peach> <coffeetable> (20:40 - 20:40) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (20:40 - 20:50) (livingroom) (relax, other, other, other, other)
[grab] <bananas> (20:50 - 20:52) (livingroom) (relax, other, other, other, other)
[drink] <bananas> (20:52 - 20:55) (livingroom) (relax, other, other, other, other)
[put] <bananas> <coffeetable> (20:55 - 20:55) (livingroom) (relax, other, other, other, other)
[lookat] <tv> (20:55 - 21:00) (livingroom) (relax, other, other, other, other)

[walk] <livingroom> (21:00 - 21:00) (livingroom) (work, other, work_in_office, work, living_room|computing)
[walk] <livingroom> (21:00 - 21:00) (livingroom) (work, other, work_in_office, work, living_room|computing)
[sit] <sofa> (21:00 - 21:01) (livingroom) (work, other, work_in_office, work, living_room|computing)
[grab] <cellphone> (21:01 - 21:02) (livingroom) (work, other, work_in_office, work, living_room|computing)
[lookat] <cellphone> (21:02 - 21:05) (livingroom) (work, other, work_in_office, work, living_room|computing)
[switchoff] <tv> (21:05 - 21:05) (livingroom) (work, other, work_in_office, work, living_room|computing)
[grab] <mug> (21:05 - 21:07) (livingroom) (work, other, work_in_office, work, living_room|computing)
[drink] <mug> (21:07 - 21:10) (livingroom) (work, other, work_in_office, work, living_room|computing)
[put] <mug> <coffeetable> (21:10 - 21:11) (livingroom) (work, other, work_in_office, work, living_room|computing)
[lookat] <computer> (21:11 - 21:15) (livingroom) (work, other, work_in_office, work, living_room|computing)
[walk] <computer> (21:15 - 21:15) (livingroom) (work, other, work_in_office, work, living_room|computing)
[sit] <chair> (21:15 - 21:16) (livingroom) (work, other, work_in_office, work, living_room|computing)
[touch] <keyboard> (21:16 - 21:17) (livingroom) (work, other, work_in_office, work, living_room|computing)
[lookat] <cpuscreen> (21:17 - 21:20) (livingroom) (work, other, work_in_office, work, living_room|computing)
[grab] <folder> (21:20 - 21:25) (livingroom) (work, other, work_in_office, work, living_room|computing)
[put] <folder> <desk> (21:25 - 21:26) (livingroom) (work, other, work_in_office, work, living_room|computing)
[grab] <plum> (21:30 - 21:32) (livingroom) (work, other, work_in_office, work, living_room|computing)
[drink] <plum> (21:32 - 21:34) (livingroom) (work, other, work_in_office, work, living_room|computing)
[lookat] <wallpictureframe> (21:34 - 21:35) (livingroom) (work, other, work_in_office, work, living_room|computing)
[standup] (21:35 - 21:36) (livingroom) (work, other, work_in_office, work, living_room|computing)
[walk] <doorjamb> (21:36 - 21:39) (livingroom) (work, other, work_in_office, work, living_room|computing)
[grab] <book> (21:39 - 21:44) (livingroom) (work, other, work_in_office, work, living_room|computing)
[put] <book> <bookshelf> (21:44 - 21:45) (livingroom) (work, other, work_in_office, work, living_room|computing)

[walk] <bedroom> (21:45 - 21:45) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[sit] <chair> (21:45 - 21:45) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[grab] <computer> (21:45 - 21:46) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[lookat] <book> (21:46 - 21:47) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[grab] <computer> (21:47 - 21:48) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[put] <> <tablelamp> (21:48 - 21:48) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[touch] <computer> (21:48 - 21:48) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[put] <computer> <tablelamp> (21:48 - 21:49) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[turnleft] (21:49 - 21:49) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[walk] <desk> (21:49 - 21:50) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[grab] <folder> (21:50 - 21:51) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[open] <folder> (21:54 - 21:54) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[lookat] <book> (21:54 - 21:55) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[grab] <book> (21:55 - 21:56) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[sit] <chair> (21:56 - 21:56) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[put] <book> <computer> (21:56 - 21:57) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[sit] <chair> (22:00 - 22:00) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[touch] <computer> (22:00 - 22:01) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[put] <computer> <desk> (22:01 - 22:02) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[grab] <mug> (22:02 - 22:03) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[drink] <mug> (22:03 - 22:06) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[standup] (22:06 - 22:06) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[walk] <bed> (22:06 - 22:07) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[grab] <pillow> (22:07 - 22:08) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[put] <pillow> <bed> (22:08 - 22:09) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)
[touch] <curtains> (22:09 - 22:12) (bedroom) (relax, master_bedroom_activity, sleep, other, living_room|computing)

[walk] <bathroom> (22:12 - 22:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroom> (22:12 - 22:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchon] <lightswitch> (22:12 - 22:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroomcounter> (22:12 - 22:13) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <toothbrush> (22:13 - 22:13) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[lookat] <toothpaste> (22:13 - 22:14) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <toothpaste> (22:14 - 22:14) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <toothpaste> <toothbrush> (22:14 - 22:15) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <faucet> (22:15 - 22:15) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[drink] <waterglass> (22:15 - 22:16) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <waterglass> <bathroomcounter> (22:16 - 22:16) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[open] <faucet> (22:16 - 22:16) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[touch] <toothbrush> (22:16 - 22:17) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[standup] (22:17 - 22:17) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <toothbrush> <bathroomcounter> (22:17 - 22:18) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[turnright] (22:18 - 22:18) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <toothbrush> (22:18 - 22:18) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[open] <faucet> (22:18 - 22:19) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <toothbrush> <faucet> (22:19 - 22:19) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchoff] <faucet> (22:19 - 22:20) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchoff] <lightswitch> (22:20 - 22:20) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)

[walk] <bedroom> (22:20 - 22:20) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[walk] <bedroom> (22:20 - 22:20) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[switchon] <ceilinglamp> (22:20 - 22:20) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <bed> (22:21 - 22:21) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[grab] <book> (22:21 - 22:22) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[lookat] <book> (22:22 - 22:22) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[put] <book> <nightstand> (22:22 - 22:23) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[grab] <pillow> (22:23 - 22:24) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[put] <pillow> <bed> (22:24 - 22:25) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[walk] <window> (22:25 - 22:26) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[open] <curtains> (22:26 - 22:27) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <bed> (22:27 - 22:30) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[switchoff] <ceilinglamp> (22:30 - 22:30) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <bed> (22:30 - 23:00) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[standup] (23:00 - 23:00) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[walk] <doorjamb> (23:00 - 23:10) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[switchon] <tablelamp> (23:10 - 23:10) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[grab] <slippers> (23:10 - 23:15) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[put] <slippers> <rug> (23:15 - 23:30) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <bed> (23:30 - 08:22) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <bed> (23:30 - 08:22) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)

