[walk] <bedroom> (07:12 - 07:12) (bedroom) (other, master_bedroom_activity, wake, other, other)
[grab] <washingsponge> (18:47 - 18:47) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <dishwashingliquid> (18:47 - 18:48) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <dishwashingliquid> <sink> (18:48 - 18:48) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[touch] <sink> (18:48 - 18:49) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[touch] <washingsponge> (18:49 - 18:50) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[run] <kitchencounter> (18:50 - 18:51) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <plate> (18:51 - 18:52) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <plate> <sink> (18:52 - 18:53) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[lookat] <kitchentable> (18:53 - 18:54) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <cutleryfork> (18:54 - 18:55) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <cutleryfork> <sink> (18:55 - 18:56) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[grab] <waterglass> (18:56 - 18:57) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[drink] <waterglass> (18:57 - 18:58) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <waterglass> <kitchentable> (18:58 - 19:00) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[lookat] <garbagecan> (19:00 - 19:01) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[walk] <garbagecan> (19:01 - 19:02) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[touch] <garbagecan> (19:02 - 19:03) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[put] <chocolatesyrup> <garbagecan> (19:03 - 19:04) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)
[standup] (19:04 - 19:05) (kitchen) (wash_dishes, chores, dinner, clean, kitchen|washing_the_dishes)

[walk] <kitchen> (19:05 - 19:05) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[walk] <kitchen> (19:05 - 19:05) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[switchon] <lightswitch> (19:05 - 19:05) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <kitchencounter> (19:05 - 19:06) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <book> (19:06 - 19:07) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[sit] <kitchentable> (19:07 - 19:10) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <book> (19:10 - 19:10) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <paper> (19:10 - 19:11) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <> <kitchencounter> (19:11 - 19:12) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <paper> (19:12 - 19:15) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <> <kitchencounter> (19:15 - 19:15) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <kitchentable> (19:20 - 19:20) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <waterglass> (19:20 - 19:21) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[drink] <waterglass> (19:21 - 19:25) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <waterglass> <kitchencounter> (19:25 - 19:26) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <kitchencabinet> (19:26 - 19:30) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[open] <kitchencabinet> (19:30 - 19:30) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <chocolatesyrup> (19:30 - 19:31) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <chocolatesyrup> <kitchentable> (19:31 - 19:32) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[close] <kitchencabinet> (19:32 - 19:32) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <photoframe> (19:32 - 19:40) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <chocolatesyrup> (19:40 - 19:41) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <chocolatesyrup> <dishbowl> (19:41 - 19:42) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <whippedcream> (19:42 - 19:45) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <whippedcream> <dishbowl> (19:45 - 19:46) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <kitchencounter> (19:46 - 19:50) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <bananas> (19:50 - 19:51) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <bananas> <dishbowl> (19:51 - 19:52) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <creamybuns> (19:52 - 19:55) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <creamybuns> <dishbowl> (19:55 - 19:56) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <stove> (19:56 - 20:00) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <stove> (20:00 - 20:01) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <stove> <kitchencounter> (20:01 - 20:02) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[open] <fridge> (20:02 - 20:02) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <salmon> (20:02 - 20:05) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[close] <fridge> (20:05 - 20:05) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <salmon> <kitchencounter> (20:10 - 20:12) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[turnleft] (20:12 - 20:12) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <plate> (20:12 - 20:13) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <plate> <kitchencounter> (20:13 - 20:15) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <stovefan> (20:15 - 20:20) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[switchon] <stovefan> (20:20 - 20:20) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[grab] <fryingpan> (20:20 - 20:21) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[put] <fryingpan> <kitchencounter> (20:21 - 20:22) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[sit] <kitchentable> (20:22 - 20:25) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)
[lookat] <clock> (20:25 - 20:30) (kitchen) (meal_preparation, kitchen_activity, dinner, study, kitchen|cooking)

[walk] <bedroom> (21:15 - 21:15) (bedroom) (relax, other, other, other, living_room|computing)
[walk] <bedroom> (21:15 - 21:15) (bedroom) (relax, other, other, other, living_room|computing)
[sit] <chair> (21:15 - 21:15) (bedroom) (relax, other, other, other, living_room|computing)
[grab] <computer> (21:15 - 21:16) (bedroom) (relax, other, other, other, living_room|computing)
[lookat] <computer> (21:16 - 21:17) (bedroom) (relax, other, other, other, living_room|computing)
[grab] <computer> (21:17 - 21:17) (bedroom) (relax, other, other, other, living_room|computing)
[put] <> <nightstand> (21:20 - 21:20) (bedroom) (relax, other, other, other, living_room|computing)
[lookat] <tablelamp> (21:20 - 21:21) (bedroom) (relax, other, other, other, living_room|computing)
[switchon] <tablelamp> (21:21 - 21:21) (bedroom) (relax, other, other, other, living_room|computing)
[walk] <coffeetable> (21:21 - 21:22) (bedroom) (relax, other, other, other, living_room|computing)
[grab] <book> (21:22 - 21:23) (bedroom) (relax, other, other, other, living_room|computing)
[put] <> <coffeetable> (21:30 - 21:30) (bedroom) (relax, other, other, other, living_room|computing)
[lookat] <photoframe> (21:30 - 21:31) (bedroom) (relax, other, other, other, living_room|computing)
[grab] <photoframe> (21:31 - 21:32) (bedroom) (relax, other, other, other, living_room|computing)
[put] <photoframe> <nightstand> (21:32 - 21:32) (bedroom) (relax, other, other, other, living_room|computing)
[sit] <chair> (21:32 - 21:32) (bedroom) (relax, other, other, other, living_room|computing)
[lookat] <computer> (21:45 - 21:45) (bedroom) (relax, other, other, other, living_room|computing)
[grab] <computer> (21:45 - 21:46) (bedroom) (relax, other, other, other, living_room|computing)
[put] <> <desk> (21:46 - 21:46) (bedroom) (relax, other, other, other, living_room|computing)
[standup] (21:46 - 21:47) (bedroom) (relax, other, other, other, living_room|computing)
[walk] <bed> (21:47 - 21:48) (bedroom) (relax, other, other, other, living_room|computing)
[sit] <bed> (21:48 - 21:48) (bedroom) (relax, other, other, other, living_room|computing)
[lookat] <computer> (21:48 - 21:50) (bedroom) (relax, other, other, other, living_room|computing)
[grab] <computer> (21:50 - 21:51) (bedroom) (relax, other, other, other, living_room|computing)
[put] <computer> <nightstand> (21:51 - 21:52) (bedroom) (relax, other, other, other, living_room|computing)
[switchoff] <tablelamp> (22:00 - 22:00) (bedroom) (relax, other, other, other, living_room|computing)

[walk] <bedroom> (22:00 - 22:00) (bedroom) (relax, read, other, study, bedroom|reading)
[sit] <bed> (22:00 - 22:01) (bedroom) (relax, read, other, study, bedroom|reading)
[grab] <book> (22:01 - 22:02) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:02 - 22:05) (bedroom) (relax, read, other, study, bedroom|reading)
[turnright] (22:05 - 22:05) (bedroom) (relax, read, other, study, bedroom|reading)
[grab] <mug> (22:05 - 22:10) (bedroom) (relax, read, other, study, bedroom|reading)
[drink] <mug> (22:10 - 22:12) (bedroom) (relax, read, other, study, bedroom|reading)
[put] <mug> <nightstand> (22:12 - 22:13) (bedroom) (relax, read, other, study, bedroom|reading)
[open] <curtains> (22:13 - 22:14) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:14 - 22:15) (bedroom) (relax, read, other, study, bedroom|reading)
[sit] <bed> (22:15 - 22:20) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:20 - 22:21) (bedroom) (relax, read, other, study, bedroom|reading)
[turnright] (22:21 - 22:21) (bedroom) (relax, read, other, study, bedroom|reading)
[grab] <book> (22:21 - 22:25) (bedroom) (relax, read, other, study, bedroom|reading)
[sit] <chair> (22:25 - 22:30) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:30 - 22:30) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <book> (22:30 - 22:40) (bedroom) (relax, read, other, study, bedroom|reading)
[touch] <book> (22:40 - 22:40) (bedroom) (relax, read, other, study, bedroom|reading)
[turnleft] (22:40 - 22:40) (bedroom) (relax, read, other, study, bedroom|reading)
[put] <book> <nightstand> (22:40 - 22:50) (bedroom) (relax, read, other, study, bedroom|reading)
[sit] <bed> (22:50 - 22:50) (bedroom) (relax, read, other, study, bedroom|reading)
[lookat] <nightstand> (22:50 - 22:50) (bedroom) (relax, read, other, study, bedroom|reading)
[grab] <book> (22:50 - 22:55) (bedroom) (relax, read, other, study, bedroom|reading)
[] (relax, read, other, study, bedroom|reading)

[walk] <bathroom> (23:00 - 23:00) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walk] <bathroom> (23:00 - 23:00) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[open] <door> (23:00 - 23:01) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[sit] <toilet> (23:01 - 23:02) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[standup] (23:02 - 23:02) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[walkforward] (23:02 - 23:03) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[grab] <barsoap> (23:03 - 23:03) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[drink] <waterglass> (23:03 - 23:04) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[put] <waterglass> <bathroomcounter> (23:04 - 23:04) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)
[close] <door> (23:05 - 23:05) (bathroom) (bed_to_toilet, bed_to_toilet, bed_to_toilet, personal_hygiene, toilet|using_the_toilet)

[walk] <bathroom> (23:05 - 23:05) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroom> (23:05 - 23:05) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchon] <lightswitch> (23:05 - 23:05) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroomcounter> (23:05 - 23:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <toothbrush> (23:06 - 23:06) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[lookat] <toothpaste> (23:06 - 23:07) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <toothpaste> (23:07 - 23:07) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <toothpaste> <toothbrush> (23:07 - 23:08) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[drink] <waterglass> (23:08 - 23:10) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <waterglass> <bathroomcounter> (23:10 - 23:10) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchoff] <lightswitch> (23:11 - 23:11) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[standup] (23:11 - 23:11) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <toilet> (23:11 - 23:12) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <towel> (23:12 - 23:13) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[touch] <toothbrush> (23:13 - 23:14) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <toothbrush> <bathroomcounter> (23:14 - 23:15) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)

[walk] <bedroom> (23:15 - 23:15) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (23:15 - 23:15) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <pillow> (23:15 - 23:20) (bedroom) (sleeping, sleep, sleep, sleep, other)
[put] <pillow> <bed> (23:20 - 23:25) (bedroom) (sleeping, sleep, sleep, sleep, other)
[switchoff] <ceilinglamp> (23:25 - 23:30) (bedroom) (sleeping, sleep, sleep, sleep, other)
[walkforward] (23:30 - 23:30) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (23:30 - 23:35) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <book> (23:35 - 23:40) (bedroom) (sleeping, sleep, sleep, sleep, other)
[lookat] <book> (23:40 - 23:45) (bedroom) (sleeping, sleep, sleep, sleep, other)
[put] <book> <nightstand> (23:45 - 23:50) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (23:50 - 23:55) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <cellphone> (23:55 - 00:00) (bedroom) (sleeping, sleep, sleep, sleep, other)
[put] <cellphone> <nightstand> (00:00 - 00:01) (bedroom) (sleeping, sleep, sleep, sleep, other)
[close] <curtains> (00:01 - 00:05) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (00:05 - 00:10) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (00:10 - 06:00) (bedroom) (sleeping, sleep, sleep, sleep, other)
[standup] (06:00 - 06:00) (bedroom) (sleeping, sleep, sleep, sleep, other)
[grab] <cellphone> (06:00 - 06:05) (bedroom) (sleeping, sleep, sleep, sleep, other)
[lookat] <cellphone> (06:05 - 06:10) (bedroom) (sleeping, sleep, sleep, sleep, other)
[sit] <bed> (06:10 - 06:15) (bedroom) (sleeping, sleep, sleep, sleep, other)

