[walk] <bedroom> (06:42 - 06:42) (bedroom) (other, master_bedroom_activity, wake, other, other)
[sit] <chair> (22:16 - 22:18) (bedroom) (other, other, other, other, living_room|computing)
[grab] <cellphone> (22:18 - 22:18) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <cellphone> (22:18 - 22:19) (bedroom) (other, other, other, other, living_room|computing)
[put] <cellphone> <nightstand> (22:19 - 22:20) (bedroom) (other, other, other, other, living_room|computing)
[walk] <bed> (22:20 - 22:22) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <rug> (22:22 - 22:22) (bedroom) (other, other, other, other, living_room|computing)
[grab] <slippers> (22:22 - 22:23) (bedroom) (other, other, other, other, living_room|computing)
[put] <slippers> <rug> (22:23 - 22:24) (bedroom) (other, other, other, other, living_room|computing)
[walk] <window> (22:24 - 22:26) (bedroom) (other, other, other, other, living_room|computing)
[open] <curtains> (22:26 - 22:26) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <window> (22:26 - 22:27) (bedroom) (other, other, other, other, living_room|computing)
[close] <curtains> (22:27 - 22:28) (bedroom) (other, other, other, other, living_room|computing)
[walk] <desk> (22:28 - 22:30) (bedroom) (other, other, other, other, living_room|computing)
[grab] <box> (22:30 - 22:30) (bedroom) (other, other, other, other, living_room|computing)
[put] <box> <desk> (22:30 - 22:31) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <folder> (22:31 - 22:32) (bedroom) (other, other, other, other, living_room|computing)
[open] <folder> (22:32 - 22:34) (bedroom) (other, other, other, other, living_room|computing)
[grab] <cupcake> (22:34 - 22:34) (bedroom) (other, other, other, other, living_room|computing)
[drink] <mug> (22:34 - 22:36) (bedroom) (other, other, other, other, living_room|computing)
[lookat] <computer> (22:36 - 22:38) (bedroom) (other, other, other, other, living_room|computing)
[switchoff] <ceilinglamp> (22:38 - 22:40) (bedroom) (other, other, other, other, living_room|computing)

[walk] <bedroom> (22:40 - 22:40) (bedroom) (relax, read, sleep, other, bedroom|reading)
[walk] <bedroom> (22:40 - 22:40) (bedroom) (relax, read, sleep, other, bedroom|reading)
[switchon] <ceilinglamp> (22:40 - 22:40) (bedroom) (relax, read, sleep, other, bedroom|reading)
[walk] <bookshelf> (22:40 - 22:41) (bedroom) (relax, read, sleep, other, bedroom|reading)
[grab] <book> (22:41 - 22:41) (bedroom) (relax, read, sleep, other, bedroom|reading)
[sit] <bed> (22:42 - 22:42) (bedroom) (relax, read, sleep, other, bedroom|reading)
[lookat] <book> (22:45 - 22:45) (bedroom) (relax, read, sleep, other, bedroom|reading)
[lookat] <book> (22:45 - 22:55) (bedroom) (relax, read, sleep, other, bedroom|reading)
[standup] (22:55 - 22:55) (bedroom) (relax, read, sleep, other, bedroom|reading)
[walk] <nightstand> (22:55 - 22:56) (bedroom) (relax, read, sleep, other, bedroom|reading)
[put] <book> <nightstand> (22:56 - 22:57) (bedroom) (relax, read, sleep, other, bedroom|reading)
[walk] <mug> (22:55 - 22:55) (bedroom) (relax, read, sleep, other, bedroom|reading)
[grab] <cupcake> (22:55 - 22:55) (bedroom) (relax, read, sleep, other, bedroom|reading)
[sit] <chair> (22:56 - 22:56) (bedroom) (relax, read, sleep, other, bedroom|reading)
[drink] <mug> (22:57 - 22:58) (bedroom) (relax, read, sleep, other, bedroom|reading)
[put] <cupcake> <desk> (22:58 - 22:59) (bedroom) (relax, read, sleep, other, bedroom|reading)
[lookat] <desk> (23:00 - 23:00) (bedroom) (relax, read, sleep, other, bedroom|reading)
[grab] <cupcake> (23:01 - 23:01) (bedroom) (relax, read, sleep, other, bedroom|reading)
[grab] <cupcake> (23:01 - 23:10) (bedroom) (relax, read, sleep, other, bedroom|reading)
[standup] (23:10 - 23:10) (bedroom) (relax, read, sleep, other, bedroom|reading)
[walk] <desk> (23:10 - 23:11) (bedroom) (relax, read, sleep, other, bedroom|reading)
[sit] <desk> (23:10 - 23:10) (bedroom) (relax, read, sleep, other, bedroom|reading)
[lookat] <cellphone> (23:11 - 23:12) (bedroom) (relax, read, sleep, other, bedroom|reading)
[grab] <cellphone> (23:12 - 23:12) (bedroom) (relax, read, sleep, other, bedroom|reading)
[lookat] <cellphone> (23:12 - 23:13) (bedroom) (relax, read, sleep, other, bedroom|reading)
[put] <cellphone> <desk> (23:13 - 23:15) (bedroom) (relax, read, sleep, other, bedroom|reading)
[switchoff] <ceilinglamp> (23:15 - 23:15) (bedroom) (relax, read, sleep, other, bedroom|reading)
[walk] <bed> (23:15 - 23:16) (bedroom) (relax, read, sleep, other, bedroom|reading)
[sit] <bed> (23:16 - 23:16) (bedroom) (relax, read, sleep, other, bedroom|reading)
[lookat] <wallpictureframe> (23:17 - 23:23) (bedroom) (relax, read, sleep, other, bedroom|reading)
[switchoff] <tablelamp> (23:24 - 23:25) (bedroom) (relax, read, sleep, other, bedroom|reading)

[walk] <bathroom> (23:25 - 23:25) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroom> (23:25 - 23:25) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchon] <lightswitch> (23:25 - 23:25) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <bathroomcounter> (23:25 - 23:26) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <toothbrush> (23:26 - 23:26) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[lookat] <toothpaste> (23:26 - 23:27) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <toothpaste> (23:27 - 23:27) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <toothpaste> <toothbrush> (23:27 - 23:28) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[drink] <waterglass> (23:28 - 23:29) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <waterglass> <bathroomcounter> (23:29 - 23:29) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[switchoff] <lightswitch> (23:30 - 23:30) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[standup] (23:30 - 23:30) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[walk] <door> (23:30 - 23:31) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[touch] <toilet> (23:31 - 23:31) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[grab] <towel> (23:31 - 23:32) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)
[put] <towel> <towelrack> (23:32 - 23:32) (bathroom) (other, master_bathroom, other, personal_hygiene, bathroom|using_the_sink)

[walk] <bedroom> (23:32 - 23:32) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[walk] <bed> (23:32 - 23:32) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <bed> (23:32 - 23:33) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[switchoff] <ceilinglamp> (23:33 - 23:34) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[put] <pillow> <bed> (23:34 - 23:34) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[put] <pillow> <bed> (23:34 - 23:36) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[lookat] <book> (23:36 - 23:45) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[grab] <book> (23:45 - 23:46) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <bed> (23:46 - 23:50) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[lookat] <book> (23:50 - 23:58) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[put] <book> <nightstand> (23:58 - 23:59) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[] (sleeping, sleep, sleep, sleep, bedroom|napping)
[] (sleeping, sleep, sleep, sleep, bedroom|napping)
[standup] (08:02 - 08:03) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[walk] <doorjamb> (08:03 - 08:05) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[open] <curtains> (08:05 - 08:07) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[lookat] <window> (08:07 - 08:09) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[lookat] <doorjamb> (08:09 - 08:10) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[switchon] <lightswitch> (08:10 - 08:12) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[sit] <chair> (08:12 - 08:15) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)
[grab] <cellphone> (08:15 - 08:17) (bedroom) (sleeping, sleep, sleep, sleep, bedroom|napping)

